START_ID,END_ID,TYPE
date_1890_1890_1890,fact_date_date_1890_1890_1890_the_federal_physics_building_was_built_in_1890,HAS_FACT
date_spring_1909_1909_1909,fact_date_date_spring_1909_1909_1909_the_cantonal_chemical_laboratories_of_the_university_were_recently_opened_in_spring_1909,HAS_FACT
date_1839_42_1839_1842,fact_date_date_1839_42_1839_1842_the_old_cantonal_school_on_rämistrasse_was_built_in_1839_42_by_architect_wegmann,HAS_FACT
date_1832_1832_1832,fact_date_date_1832_1832_1832_the_pathological_institute_was_established_in_1832,HAS_FACT
date_1900_1902_1900_1902,fact_date_date_1900_1902_1900_1902_the_music_conservatory_in_florhofgasse_was_built_between_1900_and_1902,HAS_FACT
date_1893_1893_1893,fact_date_date_1893_1893_1893_the_city_unification_of_zurich_occurred_in_1893,HAS_FACT
date_1893_1893_1893,fact_date_date_1893_1893_1893_the_tall_school_palace_at_hirschengraben_was_built_in_1893,HAS_FACT
date_1821_1821_1821,fact_date_date_1821_1821_1821_the_plain_schoolhouse_at_badenerstrasse_was_occupied_in_1821,HAS_FACT
date_1889_1902_1889_1902,fact_date_date_1889_1902_1889_1902_construction_costs_for_school_buildings_were_calculated_for_the_period_1889_1902,HAS_FACT
date_autumn_1891_1891_1891,fact_date_date_autumn_1891_1891_1891_the_city_theater_was_inaugurated_in_autumn_1891,HAS_FACT
date_night_of_january_1_2_1890_1890_1890,fact_date_date_night_of_january_1_2_1890_1890_1890_the_old_theater_at_untern_zäune_burned_down_on_the_night_of_january_1_2_1890,HAS_FACT
date_1900_1900_1900,fact_date_date_1900_1900_1900_the_corso_theater_opened_in_1900,HAS_FACT
date_1836_1836_1836,fact_date_date_1836_1836_1836_the_botanical_garden_was_laid_out_in_1836,HAS_FACT
date_12th_and_13th_centuries_1101_1300,fact_date_date_12th_and_13th_centuries_1101_1300_in_the_12th_and_13th_centuries_houses_were_mostly_wooden_huts_about_two_storeys_high_with_one_room_shared_by_multiple_households,HAS_FACT
date_12th_and_13th_centuries_1101_1300,fact_date_date_12th_and_13th_centuries_1101_1300_stone_houses_were_rare_in_the_12th_and_13th_centuries_and_explicitly_named_in_documents,HAS_FACT
date_1313_1313_1313,fact_date_date_1313_1313_1313_after_the_terrible_fire_of_1313_that_consumed_more_than_half_of_the_small_city_an_ordinance_was_issued_that_every_rebuilt_house_should_have_at_least_one_floor_masonry,HAS_FACT
date_1901_1901_1901,fact_date_date_1901_1901_1901_heim_alb_created_a_panorama_from_the_alcohol_free_spa_on_the_zurichberg_in_1901,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_annual_report_of_the_city_council_for_1907_was_published_in_zurich_in_1908,HAS_FACT
date_1908_1908_1908,fact_date_date_1908_1908_1908_annual_report_of_the_city_council_for_1907_was_published_in_zurich_in_1908,HAS_FACT
date_1908_1908_1908,fact_date_date_1908_1908_1908_schinz_h_wrote_a_guide_to_the_botanical_garden_of_the_university_of_zurich_in_1908,HAS_FACT
date_1905_1905_1905,fact_date_date_1905_1905_1905_commemorative_publication_for_the_50th_anniversary_of_the_polytechnic_was_published_in_zurich_in_1905,HAS_FACT
date_1902_03_1902_1903,fact_date_date_1902_03_1902_1903_bär_e_wrote_about_the_women_s_monastery_st_verena_in_zurich_in_1902_03,HAS_FACT
date_1897_1897_1897,fact_date_date_1897_1897_1897_wehrli_leo_wrote_what_the_stones_in_zurich_tell_us_in_1897,HAS_FACT
date_1898_1898_1898,fact_date_date_1898_1898_1898_künzli_e_wrote_the_stones_of_the_quays_guide_through_the_quays_in_zurich_in_1898,HAS_FACT
date_1900_1900_1900,fact_date_date_1900_1900_1900_the_federal_census_of_1900_recorded_the_population_and_demographic_details_of_zurich,HAS_FACT
date_1893_1893_1893,fact_date_date_1893_1893_1893_after_the_city_unification_in_1893_the_population_increased_rapidly,HAS_FACT
date_1899_1900_1899_1900,fact_date_date_1899_1900_1899_1900_the_economic_downturn_of_1899_1900_brought_a_period_of_decrease,HAS_FACT
date_1902_1902_1902,fact_date_date_1902_1902_1902_since_1902_the_number_has_been_rising_again_albeit_more_slowly,HAS_FACT
date_end_of_1906_1906_1906,fact_date_date_end_of_1906_1906_1906_the_estimated_population_at_the_end_of_1906_was_172_855,HAS_FACT
date_end_of_1907_1907_1907,fact_date_date_end_of_1907_1907_1907_the_estimated_population_at_the_end_of_1907_was_177_437,HAS_FACT
date_end_of_1908_1908_1908,fact_date_date_end_of_1908_1908_1908_the_estimated_population_at_the_end_of_1908_was_180_224,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_the_residential_population_increased_by_4_582_persons_in_1907,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_the_residential_population_increased_by_2_65_in_1907,HAS_FACT
date_around_1912_or_1913_1912_1913,fact_date_date_around_1912_or_1913_1912_1913_the_population_should_reach_about_200_000_around_1912_or_1913_if_the_increase_continues_evenly,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_number_of_births_was_4_921_in_1907,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_number_of_deaths_was_2_710_in_1907,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_number_of_marriages_was_1_674_in_1907,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_number_of_divorces_was_212_in_1907,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_number_of_naturalizations_was_1_397_in_1907,HAS_FACT
date_1898_1898_1898,fact_date_date_1898_1898_1898_the_marriage_rate_in_zurich_in_1898_was_1_816,HAS_FACT
date_1903_1903_1903,fact_date_date_1903_1903_1903_the_marriage_rate_in_zurich_in_1903_was_1_417,HAS_FACT
date_1899_1899_1899,fact_date_date_1899_1899_1899_the_surplus_of_births_in_zurich_in_1899_was_2_702,HAS_FACT
date_1901_1901_1901,fact_date_date_1901_1901_1901_the_surplus_of_births_in_zurich_began_falling_continuously_since_1901,HAS_FACT
date_1901_1901_1901,fact_date_date_1901_1901_1901_the_live_birth_rate_in_zurich_in_1901_was_32_84_of_the_mid_year_population,HAS_FACT
date_1905_1905_1905,fact_date_date_1905_1905_1905_the_surplus_of_births_in_zurich_in_1905_was_1_919_despite_the_rising_population,HAS_FACT
date_1906_1906_1906,fact_date_date_1906_1906_1906_the_live_birth_rate_in_zurich_in_1906_was_25_23_of_the_mid_year_population,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_the_live_birth_rate_in_zurich_in_1907_was_23_25_of_the_mid_year_population,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_in_1907_zurich_had_a_population_of_81_531_taxpayers,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_in_1907_only_1_678_taxpayers_in_zurich_declared_an_income_of_5_100_fr_and_more_including_cantonal_and_municipal_officials,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_in_1907_only_1_026_taxpayers_in_zurich_declared_an_income_over_6_100_fr,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_in_1907_only_298_taxpayers_in_zurich_declared_an_income_over_10_100_fr,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_in_1907_only_1_532_taxpayers_in_zurich_had_assets_over_100_000_fr,HAS_FACT
date_1906_1906_1906,fact_date_date_1906_1906_1906_the_mutation_amounts_arise_in_the_resident_population_corresponding_to_the_normal_year_1906,HAS_FACT
date_1895_1895_1895,fact_date_date_1895_1895_1895_district_i_had_29_500_inhabitants_in_1895,HAS_FACT
date_end_of_1900_1900_1900,fact_date_date_end_of_1900_1900_1900_district_i_had_25_900_inhabitants_at_the_end_of_1900,HAS_FACT
date_1906_1906_1906,fact_date_date_1906_1906_1906_district_i_had_20_000_inhabitants_in_1906_the_same_as_early_as_1860,HAS_FACT
date_early_as_1860_1860_1860,fact_date_date_early_as_1860_1860_1860_district_i_had_20_000_inhabitants_in_1906_the_same_as_early_as_1860,HAS_FACT
date_1893_1893_1893,fact_date_date_1893_1893_1893_immigration_amounted_to_27_100_persons_in_1893,HAS_FACT
date_1905_1905_1905,fact_date_date_1905_1905_1905_immigration_amounted_to_40_300_persons_in_1905,HAS_FACT
date_1908_1908_1908,fact_date_date_1908_1908_1908_the_year_1908_showed_a_migration_gain_of_only_913_persons,HAS_FACT
date_1908_1908_1908,fact_date_date_1908_1908_1908_immigration_was_45_403_and_emigration_was_44_490_in_1908,HAS_FACT
date_1908_1908_1908,fact_date_date_1908_1908_1908_italian_immigration_fell_to_7_100_in_1908,HAS_FACT
date_1908_1908_1908,fact_date_date_1908_1908_1908_number_of_marriages_was_1_877_in_1908,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_migration_gain_in_1907_was_2_735,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_italian_immigration_was_8_200_in_1907,HAS_FACT
date_1902_1902_1902,fact_date_date_1902_1902_1902_the_migration_gain_in_1908_was_never_so_low_since_1902,HAS_FACT
date_1893_1893_1893,fact_date_date_1893_1893_1893_the_number_of_marriages_in_1908_was_the_maximum_since_1893,HAS_FACT
date_1901_1901_1901,fact_date_date_1901_1901_1901_for_the_first_time_since_1901_the_number_of_births_increased_to_4_246,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_in_1907_foreigners_made_up_53_4_of_the_birth_surplus,HAS_FACT
date_1905_1905_1905,fact_date_date_1905_1905_1905_in_1905_zurich_had_40_289_immigrants,HAS_FACT
date_1905_1905_1905,fact_date_date_1905_1905_1905_in_1905_21_711_of_the_immigrants_in_zurich_were_foreigners,HAS_FACT
date_1905_1905_1905,fact_date_date_1905_1905_1905_in_1905_34_1_of_all_immigrants_to_zurich_came_from_a_distance_of_up_to_50_kilometers,HAS_FACT
date_1905_1905_1905,fact_date_date_1905_1905_1905_in_1905_19_5_of_all_immigrants_to_zurich_came_from_50_100_km_distance,HAS_FACT
date_1905_1905_1905,fact_date_date_1905_1905_1905_in_1905_23_1_of_all_immigrants_to_zurich_came_from_over_300_km_distance,HAS_FACT
date_1905_1905_1905,fact_date_date_1905_1905_1905_in_1905_16_of_all_immigrants_in_zurich_were_dependents,HAS_FACT
date_1905_1905_1905,fact_date_date_1905_1905_1905_in_1905_84_of_all_immigrants_in_zurich_were_self_employed,HAS_FACT
date_1906_07_1906_1907,fact_date_date_1906_07_1906_1907_the_average_room_price_was_279_fr_in_1906_07,HAS_FACT
date_june_1906_1906_1906,fact_date_date_june_1906_1906_1906_the_official_municipal_housing_register_has_been_in_operation_since_june_1906,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_in_1907_a_total_of_213_new_buildings_were_built_with_696_apartments_and_insured_for_17_4_million_fr,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_in_1907_zurich_counted_14_641_buildings,HAS_FACT
date_since_1899_1899_1907,fact_date_date_since_1899_1899_1907_750_buildings_have_been_added_since_1899,HAS_FACT
date_1833_1833_1833,fact_date_date_1833_1833_1833_since_the_general_removal_of_the_old_ramparts_and_leveling_of_their_ditches_in_1833_the_structural_development_of_the_city_has_thrived,HAS_FACT
date_1893_1893_1893,fact_date_date_1893_1893_1893_especially_through_the_city_unification_in_1893_it_took_a_tremendous_upswing,HAS_FACT
date_1893_1893_1893,fact_date_date_1893_1893_1893_a_new_building_law_for_localities_with_urban_conditions_1893_requires_greater_distance_of_houses_from_neighboring_plots_3_5_m,HAS_FACT
date_1770_1770_1770,fact_date_date_1770_1770_1770_in_1770_houses_were_on_average_2½_storeys_high,HAS_FACT
date_1901_1901_1901,fact_date_date_1901_1901_1901_in_1901_regulations_for_open_development_of_large_districts_were_added,HAS_FACT
date_before_1900_none_1899,fact_date_date_before_1900_none_1899_before_1900_single_family_houses_were_only_7_6_of_all_residential_buildings,HAS_FACT
date_afterwards_1900_none,fact_date_date_afterwards_1900_none_after_1900_single_family_houses_increased_to_19_8_of_all_residential_buildings,HAS_FACT
date_around_1900_1895_1905,fact_date_date_around_1900_1895_1905_around_1900_a_construction_and_real_estate_crisis_appeared,HAS_FACT
date_since_1809_1809_2024,fact_date_date_since_1809_1809_2024_since_1809_there_has_been_the_state_fire_insurance_with_model_registration_of_construction_activity,HAS_FACT
date_1906_1906_1906,fact_date_date_1906_1906_1906_the_total_insurance_value_of_private_buildings_with_and_without_apartments_and_public_buildings_was_in_1906_681_9_million_swiss_francs,HAS_FACT
date_1906_1906_1906,fact_date_date_1906_1906_1906_in_1906_there_were_a_total_of_35_900_apartments_in_the_city,HAS_FACT
date_1893_1906_1893_1906,fact_date_date_1893_1906_1893_1906_wolff_h_wrote_about_zurich_s_population_since_the_city_unification_1893_1906,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_annual_report_of_the_city_council_for_1907,HAS_FACT
date_1908_1908_1908,fact_date_date_1908_1908_1908_wolff_h_gave_a_lecture_on_zurich_s_structural_development_in_january_1908,HAS_FACT
date_1344_1344_1344,fact_date_date_1344_1344_1344_in_1344_an_inundation_washed_away_the_house_zum_schwert_and_three_mills_whose_debris_destroyed_the_bridge_at_hardturm,HAS_FACT
date_1553_1553_1553,fact_date_date_1553_1553_1553_in_1553_one_could_paddle_around_fraumünster_in_a_canoe,HAS_FACT
date_1556_1556_1556,fact_date_date_1556_1556_1556_in_1556_the_limmat_flowed_over_the_mill_piers,HAS_FACT
date_1404_1404_1404,fact_date_date_1404_1404_1404_in_1404_one_could_walk_dryfoot_from_weinplatz_to_the_town_hall,HAS_FACT
date_1512_1512_1512,fact_date_date_1512_1512_1512_in_1512_one_could_walk_dryfoot_from_weinplatz_to_the_town_hall,HAS_FACT
date_1580_1580_1580,fact_date_date_1580_1580_1580_the_big_stone_below_the_lower_vegetable_bridge_was_dry_in_1580,HAS_FACT
date_1585_1585_1585,fact_date_date_1585_1585_1585_the_big_stone_below_the_lower_vegetable_bridge_was_dry_in_1585,HAS_FACT
date_1654_1654_1654,fact_date_date_1654_1654_1654_the_big_stone_below_the_lower_vegetable_bridge_was_dry_in_1654,HAS_FACT
date_1740_1740_1740,fact_date_date_1740_1740_1740_the_big_stone_below_the_lower_vegetable_bridge_was_dry_in_1740,HAS_FACT
date_1814_1814_1814,fact_date_date_1814_1814_1814_the_big_stone_below_the_lower_vegetable_bridge_was_dry_in_1814,HAS_FACT
date_1908_1908_1908,fact_date_date_1908_1908_1908_in_1908_water_levels_were_very_low_but_caused_no_further_major_disadvantages,HAS_FACT
date_july_8_1817_1817_1817,fact_date_date_july_8_1817_1817_1817_the_highest_lake_level_reached_was_411_00_m_on_july_8_1817,HAS_FACT
date_january_29_1854_1854_1854,fact_date_date_january_29_1854_1854_1854_the_lowest_lake_level_recorded_was_408_50_m_on_january_29_1854,HAS_FACT
date_february_25_1882_1882_1882,fact_date_date_february_25_1882_1882_1882_the_lowest_lake_level_recorded_was_408_56_m_on_february_25_1882,HAS_FACT
date_february_25_1891_1891_1891,fact_date_date_february_25_1891_1891_1891_the_lowest_lake_level_recorded_was_408_60_m_on_february_25_1891,HAS_FACT
date_february_25_1891_1891_1891,fact_date_date_february_25_1891_1891_1891_minimum_discharge_was_15_5_m³_s_on_february_25_1891,HAS_FACT
date_march_1909_1909_1909,fact_date_date_march_1909_1909_1909_the_zero_point_of_lake_and_limmat_gauges_was_411_28_m_in_march_1909,HAS_FACT
date_june_15_1876_1876_1876,fact_date_date_june_15_1876_1876_1876_maximum_discharge_was_350_m³_s_on_june_15_1876,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_in_1907_bad_summer_289_077_paying_visitors_were_recorded_at_the_bathhouses,HAS_FACT
date_1906_1906_1906,fact_date_date_1906_1906_1906_in_1906_343_816_paying_visitors_were_recorded_at_the_bathhouses,HAS_FACT
date_may_24_1908_1908_1908,fact_date_date_may_24_1908_1908_1908_a_large_part_of_the_facilities_were_damaged_on_may_24_1908_by_unusual_snow_load_on_the_young_leafy_branches,HAS_FACT
date_1905_1905_1905,fact_date_date_1905_1905_1905_there_were_4_000_street_trees_in_the_city_alleys_in_1905,HAS_FACT
date_early_1870s_1870_1873,fact_date_date_early_1870s_1870_1873_the_beautification_association_of_zurich_and_surroundings_was_founded_in_the_early_1870s,HAS_FACT
date_1799_1799_1799,fact_date_date_1799_1799_1799_the_battle_memorial_dates_from_1799,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_garbage_collected_in_zurich_in_1907_was_58_390_m³_equal_to_21_293_t_of_which_20_231_t_were_incinerated,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_in_1907_7_848_m³_of_excretions_were_collected_in_10_441_buckets_with_218_502_exchanges_in_zurich,HAS_FACT
date_1909_1909_1909,fact_date_date_1909_1909_1909_a_large_municipal_slaughterhouse_in_zurich_will_be_completed_in_1909,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_in_1907_various_types_of_animals_were_slaughtered_in_zurich_with_a_total_weight_of_7_687_787_kg,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_meat_imports_including_poultry_and_fish_in_zurich_amounted_to_3_954_903_kg_totaling_11_642_690_kg,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_the_daily_meat_consumption_per_head_of_population_in_zurich_was_173_g_in_1907,HAS_FACT
date_1906_1906_1906,fact_date_date_1906_1906_1906_the_daily_meat_consumption_per_head_of_population_in_zurich_was_169_g_in_1906,HAS_FACT
date_1906_1906_1906,fact_date_date_1906_1906_1906_meat_prices_per_half_kilo_in_1906_are_given_for_various_types_of_meat,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_in_1907_119_700_liters_of_milk_were_imported_daily_at_a_selling_price_of_23_cents,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_on_average_there_were_5_4_controls_per_seller_in_the_year,HAS_FACT
date_tuesdays_and_fridays_none_none,fact_date_date_tuesdays_and_fridays_none_none_the_market_with_vegetables_fruits_and_other_foodstuffs_is_held_twice_weekly_on_tuesdays_and_fridays_throughout_the_year,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_the_domestic_products_market_on_bahnhofstrasse_regularly_had_727_vendors_in_1907,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_in_1907_the_following_quantities_were_imported_3_000_q_of_apples_few_pears_120_q_of_plums_and_316_q_of_potatoes,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_in_1907_about_1_700_fir_trees_were_sold,HAS_FACT
date_mid_september_to_mid_november_none_none,fact_date_date_mid_september_to_mid_november_none_none_in_autumn_from_mid_september_to_mid_november_there_is_a_wholesale_market_for_fruit_and_potatoes_at_uraniastrasse_and_hirschengraben,HAS_FACT
date_at_the_end_of_1907_1907_1907,fact_date_date_at_the_end_of_1907_1907_1907_at_the_end_of_1907_zurich_had_1_061_inns_including_85_hotels,HAS_FACT
date_at_the_end_of_1907_1907_1907,fact_date_date_at_the_end_of_1907_1907_1907_at_the_end_of_1907_zurich_had_about_1_000_small_retail_outlets_for_spirits,HAS_FACT
date_12_years_ago_2012_2012,fact_date_date_12_years_ago_2012_2012_the_association_s_businesses_began_12_years_ago,HAS_FACT
date_1430_1430_1430,fact_date_date_1430_1430_1430_the_first_pipe_well_was_built_in_1430_at_rennweg,HAS_FACT
date_middle_of_the_19th_century_1840_1860,fact_date_date_middle_of_the_19th_century_1840_1860_around_the_middle_of_the_19th_century_seven_wellworks_supplied_the_city_with_110_plus_7_in_the_city_district_itself_mostly_wooden_capped_springs,HAS_FACT
date_1844_1844_1844,fact_date_date_1844_1844_1844_there_were_pumping_stations_in_the_limmat_in_the_schipfe_and_at_the_schanzengraben_g_meyer_von_knonau_der_kanton_zürich_1844,HAS_FACT
date_1860_onwards_1860_none,fact_date_date_1860_onwards_1860_none_from_1860_onwards_systematic_investigations_for_a_rational_water_supply_were_carried_out,HAS_FACT
date_1867_1867_1867,fact_date_date_1867_1867_1867_based_on_a_1867_report_by_bürkli_it_was_fundamentally_decided_that_the_existing_springs_were_to_be_refitted_and_a_new_30_hp_pumping_station_from_the_limmat_for_service_wa,HAS_FACT
date_1868_1868_1868,fact_date_date_1868_1868_1868_construction_began_in_1868,HAS_FACT
date_1872_1872_1872,fact_date_date_1872_1872_1872_already_in_1872_there_was_too_little_service_water,HAS_FACT
date_1870_1870_1870,fact_date_date_1870_1870_1870_the_pumping_station_at_platzspitz_was_completed_in_1870,HAS_FACT
date_1875_1875_1875,fact_date_date_1875_1875_1875_in_1875_the_construction_of_a_definitive_water_plant_at_the_letten_was_decided,HAS_FACT
date_1879_1879_1879,fact_date_date_1879_1879_1879_the_plant_was_completed_in_1879,HAS_FACT
date_1884_1884_1884,fact_date_date_1884_1884_1884_a_severe_typhus_epidemic_broke_out_in_zurich_in_1884,HAS_FACT
date_1885_1885_1885,fact_date_date_1885_1885_1885_construction_work_began_in_1885,HAS_FACT
date_1886_1886_1886,fact_date_date_1886_1886_1886_the_new_filter_plant_was_put_into_operation_in_1886,HAS_FACT
date_1905_1905_1905,fact_date_date_1905_1905_1905_in_1905_the_average_water_consumption_per_capita_per_day_was_given_as_220_liters_with_a_maximum_of_315_liters,HAS_FACT
date_from_1907_onward_1907_none,fact_date_date_from_1907_onward_1907_none_from_1907_onward_much_of_the_richly_productive_sihl_and_lorze_springs_began_to_be_supplied,HAS_FACT
date_1st_ice_age_115000_11000,fact_date_date_1st_ice_age_115000_11000_they_arise_on_blue_sticky_tough_basic_moraine_clay_of_the_1st_ice_age,HAS_FACT
date_normal_rainfall_year_1905_1905_1905,fact_date_date_normal_rainfall_year_1905_1905_1905_in_the_normal_rainfall_year_1905_about_20_400_liters_per_minute_of_water_were_distributed_from_the_reservoir,HAS_FACT
date_1905_1905_1905,fact_date_date_1905_1905_1905_in_1905_the_water_showed_temperatures_of_8_6_c_in_january_and_10_9_c_in_september,HAS_FACT
date_1905_1905_1905,fact_date_date_1905_1905_1905_in_1905_the_water_had_a_bacterial_count_of_0_37,HAS_FACT
date_december_4_1902_1902_1902,fact_date_date_december_4_1902_1902_1902_the_sihl_valley_springs_have_supplied_the_city_since_december_4_1902,HAS_FACT
date_november_25_1902_1902_1902,fact_date_date_november_25_1902_1902_1902_the_lorze_valley_springs_have_supplied_the_city_since_november_25_1902,HAS_FACT
date_october_1_1906_to_september_30_1907_1906_1907,fact_date_date_october_1_1906_to_september_30_1907_1906_1907_the_total_city_water_consumption_from_october_1_1906_to_september_30_1907_amounted_to_14_700_098_m³,HAS_FACT
date_october_1_1906_to_september_30_1907_1906_1907,fact_date_date_october_1_1906_to_september_30_1907_1906_1907_the_pipeline_network_length_and_revenue_data_refer_to_the_period_ending_in_1907,HAS_FACT
date_1867_1867_1867,fact_date_date_1867_1867_1867_the_expansion_of_the_sewer_system_with_the_bucket_system_started_in_1867,HAS_FACT
date_1867_1867_1867,fact_date_date_1867_1867_1867_cholera_last_affected_zurich_in_1867,HAS_FACT
date_1884_1884_1884,fact_date_date_1884_1884_1884_the_last_typhus_epidemic_in_zurich_in_1884_led_to_thorough_sanitation_of_the_drinking_water_supply,HAS_FACT
date_1907_1907_1907,fact_date_date_1907_1907_1907_in_1907_462_scarlet_fever_cases_and_417_diphtheria_cases_in_zurich_led_to_1_265_school_exclusions,HAS_FACT
date_1906_1906_1906,fact_date_date_1906_1906_1906_the_scarlet_fever_frequency_in_zurich_in_1906_was_505,HAS_FACT
